,ID,Department,GEO,Role,Will_Relocate,Percent_Remote,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,left_Company,promotion_last_5years,sales,salary,Gender,LinkedIn_Hits,Emp_Identity,Emp_Role,Emp_Position,Emp_Title,gender_binary,dept_no,position_no
9504,9505,Operations,US,Level 2-4,0,0.8,0.8,6,282,4,0,1,0,technical,medium,M,8,2,1,2,1,1,3,2
9505,9506,Sales,France,Level 2-4,0,0.8,0.8,6,304,5,0,1,0,technical,medium,F,10,1,2,2,1,0,4,2
9506,9507,Finance,UK,Level 2-4,1,0.8,0.8,6,301,5,0,1,0,IT,medium,F,7,2,1,2,1,0,0,2
9507,9508,Human Resources,Turkey,Level 2-4,0,0.8,0.8,7,296,4,0,1,0,sales,low,M,4,2,1,1,1,1,1,2
9508,9509,IT,France,Level 2-4,1,0.8,0.8,6,264,4,0,1,0,technical,low,F,4,2,2,1,1,0,2,2
9509,9510,Warehouse,Japan,Level 2-4,0,0.8,0.8,6,304,4,0,1,0,technical,low,M,6,1,1,2,1,1,5,2
9510,9511,Operations,Colombia,Level 2-4,1,0.8,0.81,6,305,4,0,1,0,sales,low,M,8,1,1,1,2,1,3,2
9511,9512,Sales,Australia,Level 2-4,0,0.8,0.81,6,309,4,0,1,0,technical,low,M,7,2,1,2,2,1,4,2
9512,9513,Finance,France,Level 2-4,0,0.8,0.81,6,266,4,1,1,0,sales,medium,F,6,1,1,1,1,0,0,2
9513,9514,Human Resources,Turkey,Level 2-4,0,0.8,0.81,4,233,4,1,1,0,support,low,M,2,1,2,2,2,1,1,2
9514,9515,IT,UK,Level 2-4,1,0.8,0.81,5,287,4,0,1,0,sales,low,M,2,2,1,1,1,1,2,2
9515,9516,Warehouse,Turkey,Level 2-4,0,0.8,0.81,6,268,4,0,1,0,marketing,low,M,10,1,2,2,2,1,5,2
9516,9517,Operations,US,Level 2-4,1,0.8,0.81,6,290,4,0,1,0,accounting,medium,M,2,1,1,2,1,1,3,2
9517,9518,Sales,UK,Level 2-4,1,0.8,0.81,7,291,4,0,1,0,sales,high,M,4,1,2,2,1,1,4,2
9518,9519,Finance,Turkey,Level 2-4,1,0.8,0.81,5,227,5,0,1,0,technical,medium,M,2,2,1,1,2,1,0,2
9519,9520,Human Resources,France,Level 2-4,0,0.8,0.81,3,222,2,0,1,0,sales,low,M,9,1,2,2,2,1,1,2
9520,9521,IT,Turkey,Level 2-4,1,0.8,0.81,6,301,4,1,1,0,sales,medium,F,2,2,1,1,2,0,2,2
9521,9522,Warehouse,Japan,Level 2-4,0,0.8,0.81,6,304,4,0,1,0,management,medium,F,10,2,1,2,1,0,5,2
9522,9523,Operations,Colombia,Level 2-4,0,0.8,0.81,4,133,3,0,1,0,RandD,low,M,2,2,2,2,2,1,3,2
9523,9524,Sales,UK,Level 2-4,0,0.8,0.81,4,218,5,1,1,0,IT,low,F,5,2,1,1,2,0,4,2
9524,9525,Finance,Australia,Level 2-4,1,0.8,0.81,5,304,5,0,1,0,product_mng,low,F,8,1,1,1,2,0,0,2
9525,9526,Human Resources,Colombia,Level 2-4,0,0.8,0.81,6,260,4,0,1,0,sales,medium,M,9,2,1,2,2,1,1,2
9526,9527,IT,Australia,Level 2-4,0,0.8,0.81,6,252,4,0,1,0,hr,low,F,9,1,1,1,2,0,2,2
9527,9528,Warehouse,US,Level 2-4,1,0.8,0.81,4,253,5,0,1,0,marketing,low,M,5,1,1,1,1,1,5,2
9528,9529,Operations,Australia,Level 2-4,1,0.8,0.81,6,248,4,0,1,0,marketing,low,F,6,1,2,1,1,0,3,2
9529,9530,Sales,France,Level 2-4,1,0.8,0.81,5,237,5,0,1,0,sales,medium,F,4,2,1,2,1,0,4,2
9530,9531,Finance,Colombia,Level 2-4,1,0.8,0.81,5,264,5,0,1,0,IT,medium,F,5,1,2,2,1,0,0,2
9531,9532,Human Resources,France,Level 2-4,1,0.8,0.81,6,308,4,0,1,0,IT,medium,M,1,1,1,1,1,1,1,2
9532,9533,IT,France,Level 2-4,1,0.8,0.81,7,270,4,0,1,0,RandD,medium,F,10,1,2,2,2,0,2,2
9533,9534,Warehouse,UK,Level 2-4,1,0.8,0.81,6,269,4,0,1,0,accounting,medium,F,6,1,2,2,2,0,5,2
9534,9535,Operations,China,Level 2-4,0,0.8,0.81,6,271,4,0,1,0,technical,low,F,9,1,2,2,2,0,3,2
9535,9536,Sales,Colombia,Level 2-4,1,0.8,0.81,7,244,5,0,1,0,hr,medium,F,3,1,1,2,2,0,4,2
9536,9537,Finance,Australia,Level 2-4,0,0.8,0.81,6,245,4,0,1,0,support,low,F,8,1,1,2,1,0,0,2
9537,9538,Human Resources,Australia,Level 2-4,0,0.8,0.81,5,219,5,0,1,0,sales,low,M,5,2,1,2,1,1,1,2
9538,9539,IT,France,Level 2-4,1,0.8,0.81,6,257,4,0,1,0,support,low,F,4,1,2,2,1,0,2,2
9539,9540,Warehouse,Turkey,Level 2-4,0,0.8,0.81,3,226,3,1,0,0,sales,low,M,4,2,4,2,2,1,5,2
9540,9541,Operations,Australia,Level 2-4,0,0.8,0.81,4,200,2,0,0,0,support,low,M,5,4,2,3,2,1,3,2
9541,9542,Sales,Colombia,Level 2-4,0,0.8,0.81,4,260,2,0,0,0,sales,low,M,3,3,2,2,3,1,4,2
9542,9543,Finance,Colombia,Level 2-4,1,0.8,0.81,3,142,2,0,0,0,hr,medium,F,7,2,4,2,4,0,0,2
9543,9544,Human Resources,Colombia,Level 2-4,0,0.8,0.81,5,193,5,0,0,0,technical,medium,M,3,4,2,3,4,1,1,2
9544,9545,IT,Korea,Level 2-4,0,0.8,0.81,5,180,3,1,0,0,technical,medium,M,1,4,2,2,2,1,2,2
9545,9546,Warehouse,Australia,Level 2-4,1,0.8,0.81,4,232,3,0,0,0,sales,medium,F,8,2,2,2,4,0,5,2
9546,9547,Operations,Japan,Level 2-4,1,0.8,0.81,3,148,2,0,0,0,sales,low,F,1,2,3,2,2,0,3,2
9547,9548,Sales,Japan,Level 2-4,1,0.8,0.81,5,205,4,0,0,0,RandD,low,M,9,4,2,3,2,1,4,2
9548,9549,Finance,Colombia,Level 2-4,1,0.8,0.81,3,212,3,0,0,0,support,medium,F,3,4,3,3,4,0,0,2
9549,9550,Human Resources,US,Level 2-4,1,0.8,0.81,3,168,2,0,0,0,technical,medium,M,9,3,4,4,3,1,1,2
9550,9551,IT,China,Level 2-4,0,0.8,0.81,3,145,2,0,0,0,product_mng,low,F,2,2,4,3,2,0,2,2
9551,9552,Warehouse,UK,Level 2-4,0,0.8,0.81,3,253,3,0,0,0,marketing,medium,M,9,2,3,4,2,1,5,2
9552,9553,Operations,Colombia,Level 2-4,1,0.8,0.81,3,143,2,0,0,0,hr,low,F,6,3,4,3,3,0,3,2
9553,9554,Sales,US,Level 2-4,1,0.8,0.81,4,267,5,0,0,0,accounting,low,M,9,2,2,3,3,1,4,2
9554,9555,Finance,Korea,Level 2-4,0,0.8,0.81,6,123,5,0,0,0,sales,medium,M,5,4,2,4,2,1,0,2
9555,9556,Human Resources,Colombia,Level 2-4,1,0.8,0.81,5,106,5,0,0,0,sales,medium,F,4,2,3,2,2,0,1,2
9556,9557,IT,France,Level 2-4,1,0.8,0.81,2,249,3,0,0,0,accounting,low,F,3,3,2,3,2,0,2,2
9557,9558,Warehouse,Colombia,Level 2-4,1,0.8,0.81,5,178,2,0,0,0,technical,low,F,5,3,3,3,2,0,5,2
9558,9559,Operations,US,Level 2-4,0,0.8,0.81,4,148,4,0,0,0,product_mng,low,F,1,2,3,2,2,0,3,2
9559,9560,Sales,UK,Level 2-4,0,0.8,0.81,4,144,4,0,0,0,sales,medium,M,6,3,4,4,2,1,4,2
9560,9561,Finance,Colombia,Level 1,0,0.8,0.81,3,249,2,0,0,0,sales,low,F,2,3,3,3,3,0,0,1
9561,9562,Human Resources,UK,Level 1,0,0.8,0.81,5,128,3,1,0,0,accounting,low,M,9,3,2,3,3,1,1,1
9562,9563,IT,UK,Level 1,0,0.8,0.81,4,228,4,0,0,0,IT,high,M,1,3,3,2,3,1,2,1
9563,9564,Warehouse,Korea,Level 1,0,0.8,0.81,3,242,2,0,0,0,technical,low,F,10,4,3,2,3,0,5,1
9564,9565,Operations,China,Level 1,0,0.8,0.81,4,272,3,0,0,0,sales,medium,F,1,4,3,4,4,0,3,1
9565,9566,Sales,US,Level 1,0,0.8,0.81,4,173,2,0,0,0,sales,medium,F,8,2,2,2,4,0,4,1
9566,9567,Finance,France,Level 1,0,0.8,0.81,3,189,6,0,0,0,technical,low,M,7,2,4,3,3,1,0,1
9567,9568,Human Resources,Turkey,Level 1,0,0.8,0.81,4,245,2,0,0,0,sales,low,M,3,2,2,3,3,1,1,1
9568,9569,IT,France,Level 1,1,0.8,0.81,4,211,3,0,0,0,sales,high,M,5,4,3,3,2,1,2,1
9569,9570,Warehouse,China,Level 1,0,0.8,0.81,2,214,3,0,0,0,hr,high,M,1,2,2,3,3,1,5,1
9570,9571,Operations,Korea,Level 1,0,0.8,0.81,5,215,2,0,0,0,sales,low,F,1,3,4,2,2,0,3,1
9571,9572,Sales,Colombia,Level 1,1,0.8,0.81,3,248,2,0,0,0,accounting,medium,M,1,3,3,2,3,1,4,1
9572,9573,Finance,China,Level 1,0,0.8,0.81,3,225,3,0,0,0,technical,medium,M,2,3,2,3,3,1,0,1
9573,9574,Human Resources,UK,Level 1,1,0.8,0.81,5,120,3,0,0,0,marketing,low,M,7,3,4,2,3,1,1,1
9574,9575,IT,Turkey,Level 1,1,0.8,0.81,5,243,3,0,0,0,sales,low,F,8,3,4,2,3,0,2,1
9575,9576,Warehouse,China,Level 1,1,0.8,0.81,3,214,2,0,0,0,IT,low,M,10,4,2,2,3,1,5,1
9576,9577,Operations,Japan,Level 1,0,0.8,0.81,3,144,3,0,0,0,sales,low,F,8,3,3,2,2,0,3,1
9577,9578,Sales,Colombia,Level 1,1,0.8,0.81,3,242,6,0,0,0,sales,low,M,10,2,3,3,3,1,4,1
9578,9579,Finance,Japan,Level 1,1,0.8,0.81,4,160,5,0,0,0,technical,medium,F,3,4,3,4,2,0,0,1
9579,9580,Human Resources,Turkey,Level 1,0,0.8,0.81,5,139,4,0,0,0,product_mng,medium,F,3,3,2,2,3,0,1,1
9580,9581,IT,UK,Level 1,0,0.8,0.81,3,221,4,1,0,0,accounting,medium,F,8,4,4,4,2,0,2,1
9581,9582,Warehouse,UK,Level 1,0,0.8,0.81,5,266,2,0,0,0,accounting,medium,M,7,2,3,3,2,1,5,1
9582,9583,Operations,Turkey,Level 1,0,0.8,0.81,5,140,4,0,0,0,sales,low,F,10,4,3,3,3,0,3,1
9583,9584,Sales,Japan,Level 1,1,0.8,0.81,4,134,2,0,0,0,support,low,M,1,3,2,2,2,1,4,1
9584,9585,Finance,UK,Level 1,0,0.8,0.81,3,260,2,0,0,0,support,low,M,7,3,3,3,3,1,0,1
9585,9586,Human Resources,Australia,Level 1,1,0.8,0.81,5,261,6,0,0,0,RandD,medium,F,4,2,4,4,2,0,1,1
9586,9587,IT,UK,Level 1,0,0.8,0.81,5,274,4,0,0,0,RandD,medium,F,7,3,3,3,4,0,2,1
9587,9588,Warehouse,US,Level 1,1,0.8,0.81,4,263,3,0,0,0,support,medium,M,3,4,3,4,4,1,5,1
9588,9589,Operations,Korea,Level 1,0,0.8,0.81,4,189,4,0,0,0,marketing,medium,F,9,3,4,4,4,0,3,1
9589,9590,Sales,US,Level 1,0,0.8,0.81,4,257,2,0,0,0,support,low,M,3,4,2,2,2,1,4,1
9590,9591,Finance,France,VP,1,0.8,0.81,5,195,4,0,0,0,management,medium,M,1,2,2,2,3,1,0,6
9591,9592,Human Resources,Turkey,Senior Director,0,0.8,0.81,2,201,3,0,0,0,IT,medium,M,5,3,2,2,2,1,1,4
9592,9593,IT,US,Senior Director,0,0.8,0.81,4,264,4,0,0,0,technical,medium,M,9,2,3,3,4,1,2,4
9593,9594,Warehouse,UK,Senior Director,0,0.8,0.81,3,180,2,1,0,0,support,high,M,10,2,4,2,2,1,5,4
9594,9595,Operations,Japan,Director,0,0.8,0.81,3,220,3,1,0,0,support,low,F,6,2,3,2,2,0,3,0
9595,9596,Sales,Japan,Director,1,0.8,0.81,5,113,3,0,0,0,technical,medium,F,6,4,3,4,3,0,4,0
9596,9597,Finance,France,Director,0,0.8,0.81,4,168,2,0,0,0,support,high,F,9,2,2,2,3,0,0,0
9597,9598,Human Resources,France,Director,0,0.8,0.81,5,251,3,0,0,0,IT,low,M,9,4,4,2,2,1,1,0
9598,9599,IT,Australia,Director,0,0.8,0.81,4,245,3,1,0,0,support,medium,F,2,3,2,3,4,0,2,0
9599,9600,Warehouse,US,Director,1,0.8,0.81,4,164,4,0,0,0,sales,medium,F,1,4,2,4,4,0,5,0
9600,9601,Operations,Korea,Senior Manager,1,0.8,0.81,3,232,2,0,0,0,support,medium,M,4,2,3,3,2,1,3,5
9601,9602,Sales,US,Senior Manager,0,0.8,0.81,4,138,3,1,0,0,sales,high,M,2,4,4,2,3,1,4,5
9602,9603,Finance,UK,Senior Manager,1,0.8,0.81,4,233,3,0,0,0,sales,low,F,3,3,2,2,3,0,0,5
9603,9604,Human Resources,Turkey,Senior Manager,1,0.8,0.81,4,150,2,0,0,0,accounting,medium,F,1,3,3,2,4,0,1,5
9604,9605,IT,Australia,Senior Manager,0,0.8,0.81,3,253,2,0,0,0,support,medium,M,7,3,2,2,4,1,2,5
9605,9606,Warehouse,Japan,Senior Manager,1,0.8,0.81,4,179,3,0,0,0,sales,medium,M,5,3,2,4,4,1,5,5
9606,9607,Operations,France,Senior Manager,1,0.8,0.81,5,135,2,0,0,0,sales,medium,M,4,3,3,4,3,1,3,5
9607,9608,Sales,Colombia,Senior Manager,1,0.8,0.81,3,166,2,0,0,0,IT,medium,F,9,3,2,2,3,0,4,5
9608,9609,Finance,Australia,Senior Manager,0,0.8,0.81,3,196,2,0,0,0,sales,medium,F,5,2,2,3,2,0,0,5
9609,9610,Human Resources,Korea,Senior Manager,0,0.8,0.81,4,238,2,0,0,0,technical,low,F,4,4,4,2,3,0,1,5
9610,9611,IT,China,Senior Manager,0,0.8,0.81,2,159,6,1,0,0,RandD,low,F,6,2,4,3,3,0,2,5
9611,9612,Warehouse,Japan,Senior Manager,0,0.8,0.81,3,226,2,0,0,0,sales,medium,M,3,2,4,2,4,1,5,5
9612,9613,Operations,China,Manager,0,0.8,0.81,5,182,5,0,0,0,sales,high,F,6,2,3,3,3,0,3,3
9613,9614,Sales,US,Manager,0,0.8,0.81,5,173,3,0,0,0,marketing,low,M,4,3,3,3,2,1,4,3
9614,9615,Finance,UK,Manager,1,0.8,0.81,3,257,5,0,0,0,accounting,low,M,5,4,3,2,3,1,0,3
9615,9616,Human Resources,Turkey,Manager,1,0.8,0.81,2,223,3,1,0,0,product_mng,low,F,9,3,4,3,2,0,1,3
9616,9617,IT,France,Manager,1,0.8,0.81,4,194,3,1,0,0,RandD,low,F,3,3,3,3,2,0,2,3
9617,9618,Warehouse,Korea,Manager,1,0.8,0.81,5,281,3,1,0,0,support,low,F,10,2,3,3,3,0,5,3
9618,9619,Operations,Japan,Manager,0,0.8,0.81,5,236,3,0,0,0,technical,medium,F,1,3,3,4,4,0,3,3
9619,9620,Sales,US,Manager,1,0.8,0.81,3,165,4,0,0,0,support,low,M,6,4,2,2,2,1,4,3
9620,9621,Finance,UK,Manager,1,0.8,0.81,4,200,2,0,0,0,marketing,low,F,8,3,2,3,3,0,0,3
9621,9622,Human Resources,China,Manager,0,0.8,0.81,3,168,4,0,0,0,support,low,F,2,3,3,3,2,0,1,3
9622,9623,IT,US,Manager,1,0.8,0.81,4,266,6,0,0,0,IT,medium,F,5,4,4,4,3,0,2,3
9623,9624,Warehouse,Korea,Manager,0,0.8,0.81,2,226,2,0,0,0,IT,medium,F,1,3,4,4,3,0,5,3
9624,9625,Operations,US,Manager,0,0.8,0.81,5,143,2,0,0,0,sales,medium,M,5,4,2,4,4,1,3,3
9625,9626,Sales,France,Manager,0,0.8,0.81,4,116,3,1,0,0,sales,low,F,2,4,4,2,3,0,4,3
9626,9627,Finance,Australia,Manager,0,0.8,0.81,4,139,2,0,0,0,technical,high,F,9,2,4,2,3,0,0,3
9627,9628,Human Resources,Turkey,Manager,1,0.8,0.81,4,248,2,0,0,0,RandD,medium,F,2,3,3,3,3,0,1,3
9628,9629,IT,Australia,Manager,0,0.8,0.81,5,135,2,0,0,0,management,low,M,5,3,2,3,2,1,2,3
9629,9630,Warehouse,Australia,Manager,1,0.8,0.81,4,265,2,0,0,0,RandD,medium,F,9,4,4,3,3,0,5,3
9630,9631,Operations,France,Manager,1,0.8,0.81,5,175,6,1,0,0,technical,medium,F,2,3,3,3,2,0,3,3
9631,9632,Sales,Japan,Manager,1,0.8,0.81,6,256,3,0,0,0,RandD,medium,M,1,4,4,2,2,1,4,3
9632,9633,Finance,Turkey,Manager,1,0.8,0.81,5,217,2,0,0,0,technical,medium,F,3,4,4,3,4,0,0,3
9633,9634,Human Resources,Colombia,Manager,0,0.8,0.81,4,203,3,0,0,0,RandD,medium,M,8,3,3,3,3,1,1,3
9634,9635,IT,China,Level 2-4,0,0.8,0.81,3,145,2,0,0,0,marketing,high,F,5,2,3,2,3,0,2,2
9635,9636,Warehouse,UK,Level 2-4,1,0.8,0.81,3,268,3,0,0,0,sales,low,M,9,3,2,3,3,1,5,2
9636,9637,Operations,France,Level 2-4,0,0.8,0.81,4,206,2,0,0,0,hr,medium,F,10,4,4,2,4,0,3,2
9637,9638,Sales,US,Level 2-4,1,0.8,0.81,3,215,3,0,0,0,support,medium,F,10,3,2,4,4,0,4,2
9638,9639,Finance,Turkey,Level 2-4,1,0.8,0.81,4,177,3,0,0,0,RandD,medium,F,5,3,4,3,4,0,0,2
9639,9640,Human Resources,Korea,Level 2-4,1,0.8,0.81,3,183,3,0,0,0,hr,low,F,3,3,2,3,2,0,1,2
9640,9641,IT,Turkey,Level 2-4,1,0.8,0.81,4,227,5,0,0,0,marketing,medium,M,6,4,2,2,3,1,2,2
9641,9642,Warehouse,Japan,Level 2-4,1,0.8,0.81,4,209,4,0,0,0,IT,medium,F,1,3,4,3,2,0,5,2
9642,9643,Operations,US,Level 2-4,0,0.8,0.81,4,193,3,1,0,0,accounting,low,M,5,2,2,2,2,1,3,2
9643,9644,Sales,Australia,Level 2-4,1,0.8,0.81,4,144,2,0,0,0,IT,low,M,5,3,4,2,2,1,4,2
9644,9645,Finance,China,Level 2-4,1,0.8,0.81,4,192,3,0,0,0,accounting,low,F,3,4,2,3,2,0,0,2
9645,9646,Human Resources,Turkey,Level 2-4,1,0.8,0.81,2,247,4,0,0,0,hr,low,M,5,4,4,3,2,1,1,2
9646,9647,IT,France,Level 2-4,1,0.8,0.81,3,199,4,1,0,0,support,medium,F,6,3,4,2,3,0,2,2
9647,9648,Warehouse,France,Level 2-4,1,0.8,0.81,6,273,5,0,0,0,technical,medium,M,10,4,2,2,2,1,5,2
9648,9649,Operations,UK,Level 2-4,0,0.8,0.81,3,232,4,0,0,0,RandD,low,F,4,4,4,3,2,0,3,2
9649,9650,Sales,Turkey,Level 2-4,0,0.8,0.81,3,214,3,0,0,0,IT,low,F,6,3,4,3,2,0,4,2
9650,9651,Finance,Colombia,Level 2-4,1,0.8,0.81,5,156,2,0,0,0,sales,low,M,10,2,3,2,2,1,0,2
9651,9652,Human Resources,Japan,Level 2-4,0,0.8,0.81,4,200,3,1,0,0,IT,medium,M,5,2,2,4,3,1,1,2
9652,9653,IT,France,Level 2-4,1,0.8,0.81,3,196,3,0,0,0,technical,medium,F,9,2,3,2,4,0,2,2
9653,9654,Warehouse,China,Level 2-4,1,0.8,0.81,5,189,3,0,0,0,technical,medium,F,7,3,2,2,2,0,5,2
9654,9655,Operations,France,Level 2-4,1,0.8,0.81,5,266,2,0,0,0,sales,low,M,3,2,4,3,2,1,3,2
9655,9656,Sales,US,Level 2-4,1,0.8,0.81,4,198,2,0,0,0,hr,medium,M,2,2,2,2,2,1,4,2
9656,9657,Finance,Colombia,Level 2-4,1,0.8,0.81,4,144,2,0,0,0,technical,low,M,2,3,4,2,3,1,0,2
9657,9658,Human Resources,Colombia,Level 2-4,1,0.8,0.81,4,217,5,0,0,0,sales,medium,M,6,3,4,4,2,1,1,2
9658,9659,IT,Turkey,Level 2-4,1,0.8,0.81,5,169,4,0,0,0,support,medium,M,4,4,2,2,3,1,2,2
9659,9660,Warehouse,Turkey,Level 2-4,1,0.8,0.81,3,153,4,0,0,0,technical,medium,F,1,2,3,3,4,0,5,2
9660,9661,Operations,France,Level 2-4,1,0.8,0.81,4,152,2,1,0,0,product_mng,medium,F,5,3,4,3,4,0,3,2
9661,9662,Sales,Colombia,Level 2-4,1,0.8,0.81,5,245,5,0,0,0,RandD,medium,F,4,3,4,4,4,0,4,2
9662,9663,Finance,Australia,Level 2-4,1,0.8,0.81,4,237,3,1,0,0,technical,low,M,2,4,4,2,3,1,0,2
9663,9664,Human Resources,US,Level 2-4,1,0.8,0.81,4,266,2,0,0,0,support,low,F,8,4,4,3,3,0,1,2
9664,9665,IT,US,Level 2-4,0,0.8,0.81,4,216,4,0,0,0,product_mng,medium,F,1,3,4,3,4,0,2,2
9665,9666,Warehouse,Colombia,Level 2-4,1,0.8,0.81,3,186,3,0,0,0,product_mng,medium,F,4,3,4,3,4,0,5,2
9666,9667,Operations,UK,Level 2-4,0,0.8,0.81,5,280,4,0,0,0,product_mng,medium,F,4,4,3,2,2,0,3,2
9667,9668,Sales,US,Level 2-4,1,0.8,0.81,4,229,2,1,0,0,sales,medium,F,1,3,3,2,4,0,4,2
9668,9669,Finance,UK,Level 2-4,0,0.8,0.81,3,225,3,1,0,0,technical,low,M,3,2,3,3,3,1,0,2
9669,9670,Human Resources,Colombia,Level 2-4,0,0.8,0.81,3,149,3,0,0,0,support,low,F,7,3,3,2,2,0,1,2
9670,9671,IT,Colombia,Level 2-4,1,0.8,0.81,5,200,3,0,0,0,hr,low,M,6,2,2,2,2,1,2,2
9671,9672,Warehouse,Turkey,Level 2-4,0,0.8,0.81,4,246,3,1,0,0,product_mng,low,F,1,2,2,2,3,0,5,2
9672,9673,Operations,Australia,Level 2-4,0,0.8,0.81,3,150,2,0,0,0,support,low,M,1,3,4,2,3,1,3,2
9673,9674,Sales,Colombia,Level 2-4,0,0.8,0.81,3,175,3,0,0,0,RandD,medium,F,9,3,4,2,2,0,4,2
9674,9675,Finance,Japan,Level 2-4,0,0.8,0.81,3,141,3,0,0,0,support,medium,M,10,3,3,3,3,1,0,2
9675,9676,Human Resources,Colombia,Level 2-4,0,0.8,0.81,3,102,3,0,0,0,sales,medium,M,9,3,4,4,4,1,1,2
9676,9677,IT,Turkey,Level 2-4,0,0.8,0.81,3,209,3,0,0,0,management,low,F,8,3,2,2,3,0,2,2
9677,9678,Warehouse,Turkey,Level 2-4,1,0.8,0.81,4,287,6,0,0,0,sales,medium,M,6,4,4,3,3,1,5,2
9678,9679,Operations,Japan,Level 2-4,0,0.8,0.81,3,212,2,0,0,0,technical,low,F,3,4,2,3,3,0,3,2
9679,9680,Sales,Colombia,Level 2-4,1,0.8,0.81,3,205,3,0,0,0,marketing,high,F,1,3,3,2,3,0,4,2
9680,9681,Finance,Colombia,Level 2-4,0,0.8,0.81,3,180,2,1,0,0,sales,high,M,10,2,3,3,3,1,0,2
9681,9682,Human Resources,US,Level 2-4,0,0.8,0.81,5,229,3,0,0,0,hr,low,M,1,4,3,2,2,1,1,2
9682,9683,IT,France,Level 2-4,1,0.8,0.81,2,182,3,0,0,0,management,high,M,6,3,3,3,3,1,2,2
9683,9684,Warehouse,Turkey,Level 2-4,0,0.8,0.81,4,183,3,0,0,0,sales,medium,F,4,3,2,4,2,0,5,2
9684,9685,Operations,Turkey,Level 2-4,1,0.8,0.81,3,212,3,0,0,0,technical,medium,M,10,3,4,2,3,1,3,2
9685,9686,Sales,US,Level 2-4,1,0.8,0.81,4,235,6,0,0,0,sales,medium,M,2,2,3,3,2,1,4,2
9686,9687,Finance,China,Level 2-4,1,0.8,0.81,5,210,4,0,0,0,sales,medium,M,9,4,2,2,4,1,0,2
9687,9688,Human Resources,Australia,Level 2-4,0,0.8,0.81,5,111,4,0,0,0,sales,medium,F,7,4,4,3,3,0,1,2
9688,9689,IT,France,Level 2-4,0,0.8,0.81,5,270,4,0,0,0,technical,medium,F,7,3,2,3,2,0,2,2
9689,9690,Warehouse,Australia,Level 2-4,0,0.8,0.81,4,135,2,0,0,0,marketing,low,M,4,3,4,3,3,1,5,2
9690,9691,Operations,China,Level 2-4,0,0.8,0.81,3,143,3,0,0,0,support,low,F,10,4,4,3,3,0,3,2
9691,9692,Sales,Korea,Level 2-4,0,0.8,0.81,4,216,2,0,0,0,technical,low,F,5,2,4,2,2,0,4,2
9692,9693,Finance,Korea,Level 2-4,1,0.8,0.81,5,136,3,0,0,0,hr,low,M,10,3,4,2,2,1,0,2
9693,9694,Human Resources,Japan,Level 2-4,1,0.8,0.81,3,145,3,0,0,0,support,low,F,10,3,2,3,3,0,1,2
9694,9695,IT,Korea,Level 2-4,1,0.8,0.81,5,142,4,0,0,0,sales,medium,F,4,3,4,2,3,0,2,2
9695,9696,Warehouse,Turkey,Level 2-4,1,0.8,0.81,4,175,3,0,0,0,management,medium,M,7,2,3,2,3,1,5,2
9696,9697,Operations,Japan,Level 2-4,1,0.8,0.81,3,183,2,0,0,0,technical,low,M,5,3,4,3,3,1,3,2
9697,9698,Sales,Turkey,Level 1,1,0.8,0.81,3,191,5,0,0,0,management,medium,M,2,2,3,3,2,1,4,1
9698,9699,Finance,Turkey,Level 1,0,0.8,0.81,3,247,3,0,0,0,RandD,low,F,9,4,2,3,2,0,0,1
9699,9700,Human Resources,UK,Level 1,1,0.8,0.81,3,170,2,0,0,0,sales,low,F,2,4,4,2,3,0,1,1
9700,9701,IT,Australia,Level 1,0,0.8,0.81,3,275,2,0,0,0,technical,low,F,5,3,2,2,2,0,2,1
9701,9702,Warehouse,Turkey,Level 1,0,0.8,0.81,4,147,4,0,0,0,marketing,low,F,8,4,2,3,3,0,5,1
9702,9703,Operations,Australia,Level 1,0,0.8,0.81,4,188,3,1,0,0,marketing,low,M,6,3,4,3,2,1,3,1
9703,9704,Sales,China,Level 1,1,0.8,0.81,5,248,2,1,0,0,RandD,low,M,4,2,4,2,2,1,4,1
9704,9705,Finance,UK,Level 1,0,0.8,0.81,3,245,2,1,0,0,hr,low,F,8,2,3,3,3,0,0,1
9705,9706,Human Resources,Japan,Level 1,1,0.8,0.81,4,164,3,0,0,0,technical,high,M,3,2,2,2,3,1,1,1
9706,9707,IT,China,Level 1,0,0.8,0.81,4,260,3,0,0,0,product_mng,medium,F,3,2,4,2,2,0,2,1
9707,9708,Warehouse,Colombia,Level 1,1,0.8,0.81,4,149,2,0,0,0,management,medium,F,9,2,2,3,3,0,5,1
9708,9709,Operations,Australia,Level 1,0,0.8,0.81,3,174,3,0,0,0,technical,low,M,3,3,3,2,2,1,3,1
9709,9710,Sales,Japan,Level 1,0,0.8,0.81,4,242,2,0,0,0,IT,low,F,1,3,4,3,2,0,4,1
9710,9711,Finance,Korea,Level 1,1,0.8,0.81,4,134,3,0,0,0,sales,medium,M,7,4,4,3,3,1,0,1
9711,9712,Human Resources,Korea,Level 1,1,0.8,0.81,4,189,3,0,0,0,sales,medium,F,3,2,4,2,4,0,1,1
9712,9713,IT,US,Level 1,1,0.8,0.81,6,263,7,0,0,0,management,high,M,7,2,2,2,3,1,2,1
9713,9714,Warehouse,Japan,Level 1,1,0.8,0.81,5,280,3,1,0,0,RandD,high,F,8,3,4,3,3,0,5,1
